OBJECTID;COD_EMPRES;COD_FUNDO;NOM_FUNDO;COD_EMP_PR;COD_EMP__1;COD_FUN_OP;COD_SUBGER;DSC_SUBGER;COD_Z_ADM_;DSC_Z_ADM_;NOM_Z_ADM_;COD_S_ADM_;DSC_S_ADM_;NOM_S_ADM_;COD_Z_PROD;DSC_Z_PROD;NOM_Z_PROD;COD_TIPO_P;DSC_TIPO_P;COD_REGION;NOM_REGION;COD_PROVIN;NOM_PROVIN;COD_COMUNA;NOM_COMUNA;N_ID_COMPL;DSC_COMPLE;N_ID_RESTR;C_DSC_REST;N_ID_BARRI;C_NOM_BARR;C_SIMBOLOG;F_LATITUD;F_LONGITUD;SUP_ACTUAL;FECHA_CART;ID_FUNDO;SHAPE_Leng;SHAPE_Area;Area;Barrio;NCR;COD_NCR;JefeSector
1299;90;8234;METO BAJO;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;3;PUMALAL-VILCUN;OYARZUN BARRAZA JOSE LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;493;VILCUN;3;BAJO;1;SIN CONDICIONES;19;CAUTIN;#70AD47;-38.77500200000;-72.20105300000;28.66000000000;;1804;2312.26553563000;287782.87810000000;Temuco;Los Notros;Bajo;4;JEAN PERALES
1325;90;8261;PARCELAS HUICHAHUE;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;5;CUNCO;CORTEZ MUNOZ LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;494;CUNCO;3;BAJO;1;SIN CONDICIONES;19;CAUTIN;#70AD47;-38.87159000000;-72.18146200000;41.33000000000;;1831;3241.93579296000;413273.03775000000;Temuco;Los Notros;Bajo;4;JOHAN MADARIAGA
1362;90;8286;SANTA ESTER Y OTRO;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;5;CUNCO;CORTEZ MUNOZ LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;494;CUNCO;3;BAJO;1;SIN CONDICIONES;19;CAUTIN;#70AD47;-38.83875100000;-72.26902400000;292.68000000000;;3777;14300.76574170000;2925794.82220000000;Temuco;Los Notros;Bajo;4;JOHAN MADARIAGA
1374;90;8291;SANTA JUDITH;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;3;PUMALAL-VILCUN;OYARZUN BARRAZA JOSE LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;493;VILCUN;3;BAJO;1;SIN CONDICIONES;19;CAUTIN;#70AD47;-38.73500700000;-72.12816400000;38.21000000000;;3961;2646.17432715000;383981.18055100000;Temuco;Los Notros;Bajo;4;JEAN PERALES
1420;90;8339;SANTA TERESA;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;3;PUMALAL-VILCUN;OYARZUN BARRAZA JOSE LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;493;VILCUN;3;BAJO;1;SIN CONDICIONES;19;CAUTIN;#70AD47;-38.77430100000;-72.08336500000;1431.72000000000;;1876;41014.86228980000;14323948.19950000000;Temuco;Los Notros;Bajo;4;JEAN PERALES
1428;90;8349;LOS NOTROS Y OTRO;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;5;CUNCO;CORTEZ MUNOZ LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;493;VILCUN;3;BAJO;1;SIN CONDICIONES;19;CAUTIN;#70AD47;-38.82068400000;-72.13917600000;653.79000000000;;1884;23317.67382940000;6541048.79155000000;Temuco;Los Notros;Bajo;4;JEAN PERALES
1430;90;8351;EL TREINTA Y DOS;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;5;CUNCO;CORTEZ MUNOZ LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;494;CUNCO;3;BAJO;1;SIN CONDICIONES;19;CAUTIN;#70AD47;-38.91368900000;-72.06068000000;94.67000000000;;1886;4216.80283753000;944267.24500000000;Temuco;Los Notros;Bajo;4;JOHAN MADARIAGA
1434;90;8356;EL LEON;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;5;CUNCO;CORTEZ MUNOZ LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;494;CUNCO;3;BAJO;1;SIN CONDICIONES;19;CAUTIN;#70AD47;-38.90579900000;-72.04893100000;190.70000000000;;1890;13159.20817030000;1911087.79410000000;Temuco;Los Notros;Bajo;4;JOHAN MADARIAGA
1534;90;8423;RIO NEGRO;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;5;CUNCO;CORTEZ MUNOZ LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;494;CUNCO;3;BAJO;1;SIN CONDICIONES;19;CAUTIN;#70AD47;-38.86340000000;-71.89091900000;340.08000000000;;1943;8661.36736275000;3396688.84750000000;Temuco;Los Notros;Bajo;4;JOHAN MADARIAGA
1537;90;8428;NAHUELCURA Y OTROS;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;5;CUNCO;CORTEZ MUNOZ LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;494;CUNCO;3;BAJO;1;SIN CONDICIONES;19;CAUTIN;#70AD47;-38.89241800000;-71.96768000000;302.42000000000;;1947;11923.96302640000;3019199.98765000000;Temuco;Los Notros;Bajo;4;JOHAN MADARIAGA
1539;90;8430;NAHUELCURA LOTE C;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;5;CUNCO;CORTEZ MUNOZ LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;494;CUNCO;3;BAJO;1;SIN CONDICIONES;19;CAUTIN;#70AD47;-38.89379600000;-71.96342300000;50.09000000000;;1949;2995.26942318000;501934.02760000000;Temuco;Los Notros;Bajo;4;JOHAN MADARIAGA
1544;90;8435;COVADONGA;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;5;CUNCO;CORTEZ MUNOZ LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;494;CUNCO;3;BAJO;1;SIN CONDICIONES;19;CAUTIN;#70AD47;-38.88180200000;-71.90369600000;384.03000000000;01-09-2025;1954;16092.36148870000;3844431.50030000000;Temuco;Los Notros;Bajo;4;JOHAN MADARIAGA
1550;90;8442;LA JUNTA LOTE A;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;5;CUNCO;CORTEZ MUNOZ LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;494;CUNCO;3;BAJO;1;SIN CONDICIONES;19;CAUTIN;#70AD47;-38.85205200000;-72.20586800000;2.19000000000;;1961;859.66833707900;21855.11345000000;Temuco;Los Notros;Bajo;4;JOHAN MADARIAGA
1559;90;8452;LA JUNTURA;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;5;CUNCO;CORTEZ MUNOZ LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;494;CUNCO;3;BAJO;1;SIN CONDICIONES;19;CAUTIN;#70AD47;-38.84717100000;-72.19904400000;13.96000000000;;1971;1552.59157719000;140005.00340000000;Temuco;Los Notros;Bajo;4;JOHAN MADARIAGA
1637;90;8487;EL RECODO Y OTRO;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;5;CUNCO;CORTEZ MUNOZ LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;494;CUNCO;3;BAJO;1;SIN CONDICIONES;19;CAUTIN;#70AD47;-38.85376100000;-72.20138600000;39.76000000000;;1995;3129.23786123000;397436.43880000000;Temuco;Los Notros;Bajo;4;JOHAN MADARIAGA
1646;90;8503;HIJUELA 2 LOS NOTROS;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;5;CUNCO;CORTEZ MUNOZ LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;493;VILCUN;3;BAJO;1;SIN CONDICIONES;19;CAUTIN;#70AD47;-38.80753200000;-72.17759100000;56.32000000000;;2004;3611.20179450000;563112.55705000000;Temuco;Los Notros;Bajo;4;JEAN PERALES
1663;90;8521;LAS MERCEDES Y OTRO;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;3;PUMALAL-VILCUN;OYARZUN BARRAZA JOSE LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;493;VILCUN;3;BAJO;1;SIN CONDICIONES;19;CAUTIN;#70AD47;-38.73546500000;-72.06032700000;90.84000000000;;2022;6572.70279213000;907350.88040100000;Temuco;Los Notros;Bajo;4;JEAN PERALES
1720;90;8546;PARCELA 21 CUNCO;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;5;CUNCO;CORTEZ MUNOZ LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;494;CUNCO;3;BAJO;1;SIN CONDICIONES;19;CAUTIN;#70AD47;-38.94302400000;-72.01446700000;48.47000000000;;2046;2893.72150886000;486677.83675000000;Temuco;Los Notros;Bajo;4;JOHAN MADARIAGA
1722;90;8548;LOS LLEUQUES;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;5;CUNCO;CORTEZ MUNOZ LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;494;CUNCO;3;BAJO;1;SIN CONDICIONES;19;CAUTIN;#70AD47;-38.92677000000;-72.07485100000;106.71000000000;;2048;7972.60493372000;1064025.67465000000;Temuco;Los Notros;Bajo;4;JOHAN MADARIAGA
1725;90;8552;LOS CASTANOS-SANTA JULIA;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;5;CUNCO;CORTEZ MUNOZ LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;494;CUNCO;3;BAJO;1;SIN CONDICIONES;19;CAUTIN;#70AD47;-38.89174300000;-72.07125300000;257.08000000000;;2051;13515.02377180000;2570780.73470000000;Temuco;Los Notros;Bajo;4;JOHAN MADARIAGA
1750;90;8581;EL CANELO Y OTROS;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;5;CUNCO;CORTEZ MUNOZ LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;494;CUNCO;3;BAJO;1;SIN CONDICIONES;19;CAUTIN;#70AD47;-38.92888500000;-71.96815800000;216.56000000000;;2077;8117.92061038000;2171500.70610000000;Temuco;Los Notros;Bajo;4;JOHAN MADARIAGA
1830;90;8671;SAN PEDRO I;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;5;CUNCO;CORTEZ MUNOZ LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;494;CUNCO;3;BAJO;1;SIN CONDICIONES;19;CAUTIN;#70AD47;-38.84567700000;-72.20706400000;45.86000000000;;2160;4011.03131806000;457246.45855000000;Temuco;Los Notros;Bajo;4;JOHAN MADARIAGA
1841;90;8682;LOS CASTANOS I Y II;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;5;CUNCO;CORTEZ MUNOZ LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;494;CUNCO;3;BAJO;1;SIN CONDICIONES;19;CAUTIN;#70AD47;-38.90012000000;-72.06848100000;19.45000000000;;2171;2589.72129028000;194129.99895000000;Temuco;Los Notros;Bajo;4;JOHAN MADARIAGA
1856;90;8697;SANTA ANA;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;3;PUMALAL-VILCUN;OYARZUN BARRAZA JOSE LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;493;VILCUN;3;BAJO;1;SIN CONDICIONES;19;CAUTIN;#70AD47;-38.71461600000;-72.11090100000;37.30000000000;;2186;3705.60778562000;373033.72455000000;Temuco;Los Notros;Bajo;4;JEAN PERALES
1896;90;8739;SAN PEDRO III;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;5;CUNCO;CORTEZ MUNOZ LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;494;CUNCO;3;BAJO;1;SIN CONDICIONES;19;CAUTIN;#70AD47;-38.85076900000;-72.20774300000;6.49000000000;;2227;1214.23080576000;64991.43689980000;Temuco;Los Notros;Bajo;4;JOHAN MADARIAGA
1916;90;8761;EL ESTERO;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;5;CUNCO;CORTEZ MUNOZ LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;494;CUNCO;3;BAJO;1;SIN CONDICIONES;19;CAUTIN;#70AD47;-38.85825400000;-72.20601000000;12.71000000000;;2248;1569.96539300000;127026.27995000000;Temuco;Los Notros;Bajo;4;JOHAN MADARIAGA
1924;90;8770;SANTA ANGELICA;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;5;CUNCO;CORTEZ MUNOZ LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;494;CUNCO;3;BAJO;1;SIN CONDICIONES;19;CAUTIN;#70AD47;-38.85938700000;-72.19942900000;42.75000000000;;2256;2984.08622448000;427389.49250000000;Temuco;Los Notros;Bajo;4;JOHAN MADARIAGA
1933;90;8780;SAN PEDRO IV;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;5;CUNCO;CORTEZ MUNOZ LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;494;CUNCO;3;BAJO;1;SIN CONDICIONES;19;CAUTIN;#70AD47;-38.84920300000;-72.20766200000;8.20000000000;;2265;1378.99298803000;82416.08925020000;Temuco;Los Notros;Bajo;4;JOHAN MADARIAGA
2678;90;8426;VILLA GARCIA;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;5;CUNCO;CORTEZ MUNOZ LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;4;USUFRUCTO;9;ARAUCANIA;2;CAUTIN;494;CUNCO;3;BAJO;1;SIN CONDICIONES;19;CAUTIN;#70AD47;-38.89826700000;-71.94500000000;148.98000000000;;1946;6054.53633959000;1752438.59015000000;Temuco;Los Notros;Bajo;4;JOHAN MADARIAGA
2740;90;2337;LOS CARACOLES Y LOS GUINDOS;90;82;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;4;FREIRE-PITRUFQUEN;PACHECO YANEZ JOSE MARCELO;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;7;CONVENIO;9;ARAUCANIA;2;CAUTIN;490;TEMUCO;3;BAJO;1;SIN CONDICIONES;19;CAUTIN;#70AD47;-38.77701000000;-72.42700200000;48.27000000000;;6700;5391.65303800000;1120214.33915000000;Temuco;Los Notros;Bajo;4;JOHAN MADARIAGA
2911;90;9836;NIAGARA;90;90;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;4;FREIRE-PITRUFQUEN;PACHECO YANEZ JOSE MARCELO;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;3;SUELO y VUELO;9;ARAUCANIA;2;CAUTIN;493;VILCUN;3;BAJO;1;SIN CONDICIONES;19;CAUTIN;#70AD47;-38.76738300000;-72.39746400000;67.51000000000;;10280;6442.17982191000;673857.80490000000;Temuco;Los Notros;Bajo;4;JEAN PERALES
3171;90;9847;LA HORMIGA;90;82;0;3;SUR;24;VALLE ARAUCAN├ìA;ODIN VALLEJOS CID;3;PUMALAL-VILCUN;OYARZUN BARRAZA JOSE LUIS;7;CAUTIN - OSORNO;CARLOS SANTANA HIDALGO;2;VUELO;9;ARAUCANIA;2;CAUTIN;493;VILCUN;3;BAJO;1;SIN CONDICIONES;19;CAUTIN;#70AD47;-38.72706300000;-72.13519200000;19.10000000000;;13540;7422.42697226000;1602956.20185000000;Temuco;Los Notros;Bajo;4;JEAN PERALES
638;90;8110;LAS MARAVILLAS;90;90;0;2;CENTRO;8;VICTORIA;CID BASCUR CLAUDIO ALFONSO;5;SELVA OSCURA;CRIMILDA MARIA LAGOS ERICES;4;COLLIPULLI - VICTORIA;CARLOS RATTI;3;SUELO y VUELO;9;ARAUCANIA;1;MALLECO;481;VICTORIA;2;MEDIO;2;APOYO PRIVADO;10;VICTORIA;#FFC000;-38.36715300000;-72.25200100000;44.17000000000;;1687;3143.32660483000;441459.37745000000;Victoria;Los Prados;Medio;3;JOHAN MADARIAGA
780;90;7903;EL UNO;90;90;0;2;CENTRO;8;VICTORIA;CID BASCUR CLAUDIO ALFONSO;5;SELVA OSCURA;CRIMILDA MARIA LAGOS ERICES;4;COLLIPULLI - VICTORIA;CARLOS RATTI;3;SUELO y VUELO;9;ARAUCANIA;1;MALLECO;481;VICTORIA;2;MEDIO;2;APOYO PRIVADO;10;VICTORIA;#FFC000;-38.38038100000;-72.13966000000;232.22000000000;;1554;7792.22664254000;2322881.69160000000;Victoria;Los Prados;Medio;3;JOHAN MADARIAGA
781;90;7904;ENTRE RIOS;90;90;0;2;CENTRO;8;VICTORIA;CID BASCUR CLAUDIO ALFONSO;6;VICTORIA;CALDERON AGUIN PABLO ANDRES;4;COLLIPULLI - VICTORIA;CARLOS RATTI;3;SUELO y VUELO;9;ARAUCANIA;1;MALLECO;479;CURACAUTIN;2;MEDIO;2;APOYO PRIVADO;10;VICTORIA;#FFC000;-38.43222700000;-71.94600500000;81.08000000000;;1555;6977.02382566000;809853.54990000000;Victoria;Los Prados;Medio;3;JOHAN MADARIAGA
782;90;7905;PEHUENCO PARC.12,13 Y 18;90;90;0;2;CENTRO;8;VICTORIA;CID BASCUR CLAUDIO ALFONSO;6;VICTORIA;CALDERON AGUIN PABLO ANDRES;4;COLLIPULLI - VICTORIA;CARLOS RATTI;3;SUELO y VUELO;9;ARAUCANIA;1;MALLECO;481;VICTORIA;2;MEDIO;2;APOYO PRIVADO;10;VICTORIA;#FFC000;-38.31780700000;-71.97684100000;283.13000000000;;1556;11818.20428140000;2829504.05875000000;Victoria;Los Prados;Medio;3;JOHAN MADARIAGA
783;90;7906;PARCELAS CALIFORNIA;90;90;0;2;CENTRO;8;VICTORIA;CID BASCUR CLAUDIO ALFONSO;6;VICTORIA;CALDERON AGUIN PABLO ANDRES;4;COLLIPULLI - VICTORIA;CARLOS RATTI;3;SUELO y VUELO;9;ARAUCANIA;1;MALLECO;481;VICTORIA;2;MEDIO;2;APOYO PRIVADO;10;VICTORIA;#FFC000;-38.27457200000;-72.01570500000;96.76000000000;;1557;9403.74472275000;970373.40270000000;Victoria;Los Prados;Medio;3;JOHAN MADARIAGA
871;90;8073;ROSARIO 4 PARCELA 1;90;90;0;2;CENTRO;8;VICTORIA;CID BASCUR CLAUDIO ALFONSO;5;SELVA OSCURA;CRIMILDA MARIA LAGOS ERICES;4;COLLIPULLI - VICTORIA;CARLOS RATTI;3;SUELO y VUELO;9;ARAUCANIA;1;MALLECO;481;VICTORIA;2;MEDIO;2;APOYO PRIVADO;10;VICTORIA;#FFC000;-38.37250600000;-72.16573900000;19.72000000000;;1651;3144.19423778000;197381.98810000000;Victoria;Los Prados;Medio;3;JOHAN MADARIAGA
1076;90;4333;HIJUELA JAVIERITO UNO Y DOS;90;90;0;2;CENTRO;8;VICTORIA;CID BASCUR CLAUDIO ALFONSO;5;SELVA OSCURA;CRIMILDA MARIA LAGOS ERICES;4;COLLIPULLI - VICTORIA;CARLOS RATTI;3;SUELO y VUELO;9;ARAUCANIA;1;MALLECO;481;VICTORIA;2;MEDIO;2;APOYO PRIVADO;10;VICTORIA;#FFC000;-38.39438000000;-72.19850500000;4.99000000000;;1196;1366.19368606000;49945.05070000000;Victoria;Los Prados;Medio;3;JOHAN MADARIAGA
1090;90;4522;EL RETIRO CHICO;90;90;0;2;CENTRO;8;VICTORIA;CID BASCUR CLAUDIO ALFONSO;5;SELVA OSCURA;CRIMILDA MARIA LAGOS ERICES;4;COLLIPULLI - VICTORIA;CARLOS RATTI;3;SUELO y VUELO;9;ARAUCANIA;1;MALLECO;481;VICTORIA;2;MEDIO;2;APOYO PRIVADO;10;VICTORIA;#FFC000;-38.28492100000;-72.11412600000;233.75000000000;;1210;8547.12665500000;2338117.64465000000;Victoria;Los Prados;Medio;3;JOHAN MADARIAGA
1230;90;8216;PARCELA 21 CALIFORNIA;90;90;0;2;CENTRO;8;VICTORIA;CID BASCUR CLAUDIO ALFONSO;6;VICTORIA;CALDERON AGUIN PABLO ANDRES;4;COLLIPULLI - VICTORIA;CARLOS RATTI;3;SUELO y VUELO;9;ARAUCANIA;1;MALLECO;481;VICTORIA;2;MEDIO;2;APOYO PRIVADO;10;VICTORIA;#FFC000;-38.28427500000;-72.03600900000;38.82000000000;;1786;2705.07599264000;388422.08790000000;Victoria;Los Prados;Medio;3;JOHAN MADARIAGA
1252;90;8786;CAMPUSANO;90;90;0;2;CENTRO;8;VICTORIA;CID BASCUR CLAUDIO ALFONSO;5;SELVA OSCURA;CRIMILDA MARIA LAGOS ERICES;4;COLLIPULLI - VICTORIA;CARLOS RATTI;3;SUELO y VUELO;9;ARAUCANIA;1;MALLECO;481;VICTORIA;2;MEDIO;2;APOYO PRIVADO;10;VICTORIA;#FFC000;-38.37224400000;-72.08611000000;172.56000000000;;3397;6493.41930782000;1725280.99455000000;Victoria;Los Prados;Medio;3;JOHAN MADARIAGA
1266;90;8794;EL MANZANO Y OTROS;90;90;0;2;CENTRO;8;VICTORIA;CID BASCUR CLAUDIO ALFONSO;6;VICTORIA;CALDERON AGUIN PABLO ANDRES;4;COLLIPULLI - VICTORIA;CARLOS RATTI;3;SUELO y VUELO;9;ARAUCANIA;1;MALLECO;479;CURACAUTIN;2;MEDIO;2;APOYO PRIVADO;10;VICTORIA;#FFC000;-38.40555000000;-71.96630500000;318.30000000000;;3536;23093.55599140000;3180111.16415000000;Victoria;Los Prados;Medio;3;JOHAN MADARIAGA
1445;90;8368;PARCELA 2 SAN CARLOS LOTE A;90;90;0;2;CENTRO;8;VICTORIA;CID BASCUR CLAUDIO ALFONSO;5;SELVA OSCURA;CRIMILDA MARIA LAGOS ERICES;4;COLLIPULLI - VICTORIA;CARLOS RATTI;3;SUELO y VUELO;9;ARAUCANIA;1;MALLECO;481;VICTORIA;2;MEDIO;2;APOYO PRIVADO;10;VICTORIA;#FFC000;-38.40553100000;-72.14612600000;16.84000000000;;1902;2402.31940326000;168064.16690000000;Victoria;Los Prados;Medio;3;JOHAN MADARIAGA
1638;90;8488;AGUAS BUENAS II;90;90;0;2;CENTRO;8;VICTORIA;CID BASCUR CLAUDIO ALFONSO;5;SELVA OSCURA;CRIMILDA MARIA LAGOS ERICES;4;COLLIPULLI - VICTORIA;CARLOS RATTI;3;SUELO y VUELO;9;ARAUCANIA;1;MALLECO;481;VICTORIA;2;MEDIO;2;APOYO PRIVADO;10;VICTORIA;#FF0000;-38.34431600000;-72.18929800000;143.18000000000;;1996;5395.51033073000;1429903.25975000000;Victoria;Los Prados;Medio;3;JOHAN MADARIAGA
1639;90;8489;SANTA MARTA Y OTROS;90;90;0;2;CENTRO;8;VICTORIA;CID BASCUR CLAUDIO ALFONSO;5;SELVA OSCURA;CRIMILDA MARIA LAGOS ERICES;4;COLLIPULLI - VICTORIA;CARLOS RATTI;3;SUELO y VUELO;9;ARAUCANIA;1;MALLECO;481;VICTORIA;2;MEDIO;2;APOYO PRIVADO;10;VICTORIA;#FF0000;-38.35690500000;-72.23821100000;334.80000000000;;1997;18446.40986930000;3349246.68445000000;Victoria;Los Prados;Medio;3;JOHAN MADARIAGA
1659;90;8517;PARCELA 8 EL ROSARIO 4;90;90;0;2;CENTRO;8;VICTORIA;CID BASCUR CLAUDIO ALFONSO;5;SELVA OSCURA;CRIMILDA MARIA LAGOS ERICES;4;COLLIPULLI - VICTORIA;CARLOS RATTI;3;SUELO y VUELO;9;ARAUCANIA;1;MALLECO;481;VICTORIA;2;MEDIO;2;APOYO PRIVADO;10;VICTORIA;#FFC000;-38.35405900000;-72.15244800000;95.38000000000;;2018;6325.82557010000;955126.03055000000;Victoria;Los Prados;Medio;3;JOHAN MADARIAGA
1661;90;8519;EL PASO Y OTROS;90;90;0;2;CENTRO;8;VICTORIA;CID BASCUR CLAUDIO ALFONSO;5;SELVA OSCURA;CRIMILDA MARIA LAGOS ERICES;4;COLLIPULLI - VICTORIA;CARLOS RATTI;3;SUELO y VUELO;9;ARAUCANIA;1;MALLECO;481;VICTORIA;2;MEDIO;2;APOYO PRIVADO;10;VICTORIA;#FFC000;-38.33300800000;-72.14917400000;224.21000000000;;2020;12403.73409930000;2244418.54475000000;Victoria;Los Prados;Medio;3;JOHAN MADARIAGA
1713;90;8538;EL CARMEN Y OTRO;90;90;0;2;CENTRO;8;VICTORIA;CID BASCUR CLAUDIO ALFONSO;5;SELVA OSCURA;CRIMILDA MARIA LAGOS ERICES;4;COLLIPULLI - VICTORIA;CARLOS RATTI;3;SUELO y VUELO;9;ARAUCANIA;1;MALLECO;481;VICTORIA;2;MEDIO;2;APOYO PRIVADO;10;VICTORIA;#FFC000;-38.44129500000;-72.22905600000;230.65000000000;;2039;9633.31279119000;2306713.95065000000;Victoria;Los Prados;Medio;3;JOHAN MADARIAGA
